"(PDH-CSV 4.0) (Pacific Daylight Time)(420)","\\WIN2012R2\LogicalDisk(_Total)\Avg. Disk Queue Length","\\WIN2012R2\LogicalDisk(_Total)\Avg. Disk sec/Read","\\WIN2012R2\LogicalDisk(_Total)\Avg. Disk sec/Transfer","\\WIN2012R2\LogicalDisk(_Total)\Avg. Disk sec/Write","\\WIN2012R2\MSSQL$SQL2014:Memory Manager\Memory Grants Pending","\\WIN2012R2\MSSQL$SQL2014:Memory Manager\Granted Workspace Memory (KB)","\\WIN2012R2\MSSQL$SQL2014:SQL Statistics\Batch Requests/sec","\\WIN2012R2\Process(sqlservr)\% Processor Time","\\WIN2012R2\Processor(_Total)\% Processor Time"
"04/08/2015 23:55:06.028","0.00088615314813782794","0","0.00044999999999999999","0.00044999999999999999","0","0","0","0","0.38469877389881724"
"04/08/2015 23:55:07.025","0.0013034967604094744","0","0.00043333333333333331","0.00043333333333333331","0","0","0","0","0"
"04/08/2015 23:55:08.010","0.0010158732222726547","0","0.00050000000000000001","0.00050000000000000001","0","0","0","0","0.39681023935191906"
"04/08/2015 23:55:09.018","0.00089246757367815639","0","0.00044999999999999999","0.00044999999999999999","0","0","0","0","0"
"04/08/2015 23:55:10.003","0.0009140153282401691","0","0.00044999999999999999","0.00044999999999999999","0","0","0","0","0.02957347373150343"
"04/08/2015 23:55:11.019","0.026383437186942797","0","0.00083750000000000003","0.00083750000000000003","0","0","94.513221956721011","3.0764269107909046","2.3234455823887834"
"04/08/2015 23:55:12.005","0.044520653526684807","0.011433333333333332","0.0036583333333333333","0.0010666666666666665","0","0","0","0","2.9438394773863452"
"04/08/2015 23:55:13.009","0.016821551014687901","0","0.00064999999999999997","0.00064999999999999997","0","0","0","0","0.46419517936152621"
"04/08/2015 23:55:14.025","0.0010830766031527572","0","0.00055000000000000003","0.00055000000000000003","0","0","0","0","2.9538452817057248e-005"
"04/08/2015 23:55:15.015","0.00090922573165394625","0","0.00044999999999999999","0.00044999999999999999","0","0","0","0","0"
"04/08/2015 23:55:16.009","0.023134210810596596","0","0.00057499999999999999","0.00057499999999999999","0","0","64.378740128174044","3.143235164483233","2.1668004762831039"
"04/08/2015 23:55:17.022","0.001480463215226584","0","0.00050000000000000001","0.00050000000000000001","0","0","0","0","0"
"04/08/2015 23:55:18.022","0.01309994629022021","0","0.00056956521739130435","0.00056956521739130435","0","0","0","0","0.00040999831900645489"
"04/08/2015 23:55:19.010","0.036228785794268061","0","0.0089499999999999996","0.0089499999999999996","0","0","0","0","1.1740960133661993"
"04/08/2015 23:55:20.013","0.00089799863045231091","0","0.00044999999999999999","0.00044999999999999999","0","0","0","0","0"
"04/08/2015 23:55:21.013","0.13550150406669514","0","0.0046724137931034486","0.0046724137931034486","0","0","96.009716183277746","9.3751040636551064","3.9051833475351572"
"04/08/2015 23:55:22.029","0.017617276189975651","0.0042333333333333329","0.0016272727272727272","0.00064999999999999997","0","0","0","0","2.3483730740700204"
"04/08/2015 23:55:23.013","0.078931248546070143","0","0.0021583333333333333","0.0021583333333333333","0","0","0","0","0.39946119518367018"
"04/08/2015 23:55:24.021","0.021717005992406186","0","0.0027374999999999999","0.0027374999999999999","0","0","0","0","0"
"04/08/2015 23:55:25.021","0.00090000027000008097","0","0.00044999999999999999","0.00044999999999999999","0","0","0","0","0"
"04/08/2015 23:55:26.019","0.00080173607930612953","0","0.00040000000000000002","0.00040000000000000002","0","0","0","0","0"
"04/08/2015 23:55:27.011","0.00080644510931363457","0","0.00040000000000000002","0.00040000000000000002","0","0","0","0","0.76944943992387493"
"04/08/2015 23:55:28.027","0.0024615462173025429","0","0.00083333333333333339","0.00083333333333333339","0","0","0","0","0"
"04/08/2015 23:55:29.011","0.0010156372590591034","0","0.00050000000000000001","0.00050000000000000001","0","0","0","0","0.4199456938757562"
